LAMMPS data file via write_data, version 29 Oct 2020, timestep = 0

200 atoms
6 atom types

0.0 18.12 xlo xhi
0.0 18.12 ylo yhi
0.0 14.496 zlo zhi

Masses

1 26.98
2 58.93
3 52
4 63.55
5 55.85
6 58.69

Atoms # atomic

173 6 3.624 7.248 10.872 0 0 0
174 5 5.436 9.06 12.684000000000001 0 0 0
175 4 7.248 7.248 10.872 0 0 0
176 3 9.06 9.06 12.684000000000001 0 0 0
177 4 10.872 7.248 10.872 0 0 0
178 6 12.684000000000001 9.06 12.684000000000001 0 0 0
179 3 14.496 7.248 10.872 0 0 0
180 2 16.308 9.06 12.684000000000001 0 0 0
181 4 0.0 10.872 10.872 0 0 0
182 1 1.812 12.684000000000001 12.684000000000001 0 0 0
183 3 3.624 10.872 10.872 0 0 0
184 1 5.436 12.684000000000001 12.684000000000001 0 0 0
185 6 7.248 10.872 10.872 0 0 0
186 5 9.06 12.684000000000001 12.684000000000001 0 0 0
187 4 10.872 10.872 10.872 0 0 0
188 4 12.684000000000001 12.684000000000001 12.684000000000001 0 0 0
189 2 14.496 10.872 10.872 0 0 0
190 5 16.308 12.684000000000001 12.684000000000001 0 0 0
191 1 0.0 14.496 10.872 0 0 0
192 1 1.812 16.308 12.684000000000001 0 0 0
193 5 3.624 14.496 10.872 0 0 0
194 5 5.436 16.308 12.684000000000001 0 0 0
195 1 7.248 14.496 10.872 0 0 0
196 4 9.06 16.308 12.684000000000001 0 0 0
197 4 10.872 14.496 10.872 0 0 0
198 1 12.684000000000001 16.308 12.684000000000001 0 0 0
199 1 14.496 14.496 10.872 0 0 0
200 2 16.308 16.308 12.684000000000001 0 0 0

Velocities

1 0.0 0.0 0.0
2 0.0 0.0 0.0
3 0.0 0.0 0.0
4 0.0 0.0 0.0
5 0.0 0.0 0.0
6 0.0 0.0 0.0
7 0.0 0.0 0.0
8 0.0 0.0 0.0
9 0.0 0.0 0.0
10 0.0 0.0 0.0
11 0.0 0.0 0.0
12 0.0 0.0 0.0
13 0.0 0.0 0.0
14 0.0 0.0 0.0
15 0.0 0.0 0.0
16 0.0 0.0 0.0
17 0.0 0.0 0.0
18 0.0 0.0 0.0
19 0.0 0.0 0.0
20 0.0 0.0 0.0
21 0.0 0.0 0.0
22 0.0 0.0 0.0
23 0.0 0.0 0.0
24 0.0 0.0 0.0
25 0.0 0.0 0.0
26 0.0 0.0 0.0
27 0.0 0.0 0.0
28 0.0 0.0 0.0
29 0.0 0.0 0.0
30 0.0 0.0 0.0
31 0.0 0.0 0.0
32 0.0 0.0 0.0
33 0.0 0.0 0.0
34 0.0 0.0 0.0
35 0.0 0.0 0.0
36 0.0 0.0 0.0
37 0.0 0.0 0.0
38 0.0 0.0 0.0
39 0.0 0.0 0.0
40 0.0 0.0 0.0
41 0.0 0.0 0.0
42 0.0 0.0 0.0
43 0.0 0.0 0.0
44 0.0 0.0 0.0
45 0.0 0.0 0.0
46 0.0 0.0 0.0
47 0.0 0.0 0.0
48 0.0 0.0 0.0
49 0.0 0.0 0.0
50 0.0 0.0 0.0
51 0.0 0.0 0.0
52 0.0 0.0 0.0
53 0.0 0.0 0.0
54 0.0 0.0 0.0
55 0.0 0.0 0.0
56 0.0 0.0 0.0
57 0.0 0.0 0.0
58 0.0 0.0 0.0
59 0.0 0.0 0.0
60 0.0 0.0 0.0
61 0.0 0.0 0.0
62 0.0 0.0 0.0
63 0.0 0.0 0.0
64 0.0 0.0 0.0
65 0.0 0.0 0.0
66 0.0 0.0 0.0
67 0.0 0.0 0.0
68 0.0 0.0 0.0
69 0.0 0.0 0.0
70 0.0 0.0 0.0
71 0.0 0.0 0.0
72 0.0 0.0 0.0
73 0.0 0.0 0.0
74 0.0 0.0 0.0
75 0.0 0.0 0.0
76 0.0 0.0 0.0
77 0.0 0.0 0.0
78 0.0 0.0 0.0
79 0.0 0.0 0.0
